issue,url,title,state,created,closed,labels,thread_type,verdict,duplicate_of,n_causes,cause_ids,categories,strengths,evidence_kinds,n_ruled_out,ruled_out_findings,summary,evidence
13664,https://github.com/mrdoob/three.js/issues/13664,Generic WorkerLoader,CLOSED,2018-03-22,2020-01-13,Loaders,perf_feature_request,duplicate,,0,,,,,0,,"Proposal for a generic WorkerLoader to move loading/parsing off the main thread; discussion of decode/assemble stages, transferables, and OffscreenCanvas.",
13700,https://github.com/mrdoob/three.js/issues/13700,Explore the benefits of using Uniform Buffer Objects (UBO) for WebGL2 renderer,CLOSED,2018-03-27,2022-07-07,Enhancement,perf_feature_request,cause_asserted_unverified,,1,LUU-07,lights_uniforms_ubo,reporter_asserted,observed_cost,1,"Per-draw vertex attribute setup via granular calls vs VAO; no advantage seen from VAOs, attrib-state caching used instead",Exploration of UBOs/VAOs for the WebGL2 renderer; external experience reports show glUniform call overhead is the CPU-bound cost and that UBOs/VAOs did not help.,"floooh: ""this was slower then glUniform calls"""
13807,https://github.com/mrdoob/three.js/issues/13807,Technology Overhaul,CLOSED,2018-04-09,2018-04-20,,perf_feature_request,cause_asserted_unverified,,5,RP-01; AS-05; AS-01; TUD-07; RTP-03,raycasting_picking; animation_skinning; animation_skinning; texture_upload_decode; render_target_postprocessing,reporter_asserted; reporter_asserted; reporter_asserted; reporter_asserted; reporter_asserted,proposed_optimization; observed_cost; observed_cost; proposed_optimization; proposed_optimization,0,,"Broad wishlist thread asking for deferred rendering, better shadows, spatial index, occlusion culling, animation optimizations, compressed textures. Closed in favor of per-feature issues.","body: ""currently you are stuck with a linear search, which is dominated by number of objects and polygons"" || body: ""animation engine chokes on some 500 bones being animated simultaneously, resulting in a very high CPU usage"" || titansoftime: ""I had to resort to only animating skinned meshes within the camera frustum"" || body: ""Compressed textures take less time to load and put less stress on browser, since decompression is not done by default (unlike PNG)."" || body: ""This results in duplicated effort for the hardware in most cases resulting in sub-optimal performance."""
13851,https://github.com/mrdoob/three.js/issues/13851,Error in material with lighting,CLOSED,2018-04-13,2018-04-20,,perf_defect_report,cause_established,,1,LUU-05,lights_uniforms_ubo,maintainer_confirmed,observed_cost,0,,"Rendering the same scene twice with two cameras/layers makes lightsHash flip between render-state IDs, so material properties (uniform list) are re-initialized every frame per material.","Mugen87: ""Because of the two cameras in the fiddle, the renderer creates two render states (first with ID 0, second with ID 1)."" and ""The mentioned logic does only trigger an update of the uniform list, not a compilation of the shader program."""
13889,https://github.com/mrdoob/three.js/issues/13889,Cannot see glass transparency on GLTF 3D model,CLOSED,2018-04-18,2018-04-22,,correctness_bug,cause_asserted_unverified,,1,TS-07,transparency_sorting,reporter_asserted,observed_cost,0,,Transparent bottle/liquid renders in wrong order; discussion of per-object z-centroid transparency sorting. Reporter's alternative distance-based sort caused a performance hit; closed as modeling issue.,"ranbuch: ""There's a significant **performance hit** witch may (or may not) be improved."""
13907,https://github.com/mrdoob/three.js/issues/13907,Deferred Rendering pipeline introduction,CLOSED,2018-04-20,2020-04-16,Duplicate,perf_feature_request,duplicate,,0,,,,,0,,Request for a deferred/tiled renderer in core; closed as duplicate of #2624.,
13909,https://github.com/mrdoob/three.js/issues/13909,Spatial Index and Occlusion culling introducing into core,OPEN,2018-04-20,,Suggestion,perf_feature_request,cause_asserted_unverified,,3,RP-01; CASI-04; MWU-01,raycasting_picking; culling_and_spatial_index; matrix_world_updates,reporter_asserted; reporter_asserted; speculative,proposed_optimization; observed_cost; proposed_optimization,0,,Proposal to add a spatial index (BVH/octree) and occlusion culling to core; discussion of linear raycasting/culling costs in large scenes.,"body: ""currently you are stuck with a linear search, which is dominated by number of objects and polygons"" || Usnul: ""just sorting them takes `three.js` a non-trivial amount of time, then culling takes some"" || gkjohnson: ""THREE regenerates every objects world matrix in the entire scene before each render"""
13910,https://github.com/mrdoob/three.js/issues/13910,Optimizations to Animation Engine,OPEN,2018-04-20,,Suggestion,perf_feature_request,cause_asserted_unverified,,2,AS-01; AS-03,animation_skinning; animation_skinning,reporter_asserted; speculative,observed_cost; proposed_optimization,0,,Request to optimize the animation system; claims of high CPU with many bones and no culling of off-screen animations.,"Usnul: ""Three.js doesn't recognize that fact, as a result it will animate everything, even those things that are not in the view"" || Usnul: ""there are a lot of objects, and a lot of object references. This could be reduced by using a less comprehensive but a more cache-friendly data structure"""
13911,https://github.com/mrdoob/three.js/issues/13911,Support of Compressed Textures in core,CLOSED,2018-04-20,2026-05-14,Suggestion,perf_feature_request,cause_established,,2,TUD-07; O-08,texture_upload_decode; other,reporter_asserted; measured,hypothetical; observed_cost,0,,"Request for first-class compressed texture support and runtime compression; discussion of GPU memory, bandwidth and upload costs.","body: ""Compressed textures take less time to load and put less stress on browser, since decompression is not done by default (unlike PNG)."" || mrdoob: ""it took 30 seconds to compress a 4k texture on my machine"""
13990,https://github.com/mrdoob/three.js/issues/13990,Is the behavior of CanvasRenderer and WebGLRenderer exactly the same except for performance?,CLOSED,2018-05-04,2018-05-06,Question,perf_question_or_help,incidental,,0,,,,,0,,"Question about whether CanvasRenderer and WebGLRenderer produce identical output; answered no due to shader support, no performance mechanism discussed.",
13995,https://github.com/mrdoob/three.js/issues/13995,Instanced Geometry Suggestion,CLOSED,2018-05-04,2019-09-16,Suggestion,perf_feature_request,cause_established,,4,CASI-01; GBU-04; CASI-02; IBL-03,culling_and_spatial_index; geometry_buffer_updates; culling_and_spatial_index; instancing_batching_limits,measured; reporter_asserted; reporter_asserted; reporter_asserted,observed_cost; proposed_optimization; observed_cost; proposed_optimization,0,,"Request for built-in instancing shader chunks / material flag so users don't rebuild Lambert as ShaderMaterial. Discussion covers onBeforeCompile limits, the InstancedMesh PR, and CPU-side culling strategies (BVH vs inflated cell bounding spheres) for large instance sets, plus attribute rebuild costs.","Usnul: ""moving camera around takes under 1ms on my hardware to run that `InstancedFoliage.update`"" || Usnul: ""Simplest one is to not rebuild BufferGeometry and let it have more attributes than what you're actually using"" || Usnul: ""you end up with deeply unbalanced tree and poor quality hierarchies"" || Usnul: ""I implemented this system in order to reduce number of draw calls to 1."""
14004,https://github.com/mrdoob/three.js/issues/14004,Eliminating unnecessary Uniform updates,CLOSED,2018-05-06,2018-05-13,Enhancement,perf_defect_report,cause_established,,1,LUU-02,lights_uniforms_ubo,maintainer_confirmed,proposed_optimization,0,,WebGL Inspector shows uniform upload calls issued every frame even when values are unchanged; fixed by adding uniform value caching.,"Mugen87: ""Yes, `three.js` could work in a more efficient way to avoid such redundant calls."" and body: ""WebGL uniform functions are called even though the uniforms are not changed"""
14013,https://github.com/mrdoob/three.js/issues/14013,FPS drop with trackballControls on the new chrome on mobile.,CLOSED,2018-05-07,2019-10-11,Browser Issue,perf_defect_report,cause_established,,2,DBD-19; AAM-15,device_browser_driver; app_api_misuse,upstream_bug; speculative,observed_cost; proposed_optimization,0,,Chrome mobile's intentional touch-handling change makes two-finger pinch zoom with TrackballControls drop to ~2 FPS; fixed by setting touch-action: none / passing renderer.domElement.,"'Chrome developers stated that this is a bug, but also an ""intentional change"".' with https://bugs.chromium.org/p/chromium/issues/detail?id=841282, and 'Yes this line resolved the problem for chrome.' || Mugen87: 'Making `domElement` a mandatory parameter and disallowing `document` as an argument should completely solve this issue'"
14018,https://github.com/mrdoob/three.js/issues/14018,Optimization: Output flags on materials to avoid material switching for specialized outputs.,OPEN,2018-05-07,,Suggestion,perf_feature_request,cause_asserted_unverified,,1,SPC-15,shader_program_compilation,reporter_asserted,proposed_optimization,0,,Proposal for uniform-based output flags on materials so shadow/depth passes don't require separate cached materials and program switches.,"body: ""It would allow us to not have to create a library of cached depth materials just for shadows."""
14048,https://github.com/mrdoob/three.js/issues/14048,Soft Shadows via Light Source Sampling,CLOSED,2018-05-12,2021-03-12,Enhancement,perf_feature_request,cause_asserted_unverified,,1,SM-01,shadow_maps,reporter_asserted,hypothetical,1,Accumulation needs Float/HalfFloat render target precision for blending; integer weighted accumulation is an alternative,Request for progressive soft shadows via jittered light sampling accumulated over frames; discussion of convergence cost and device-specific breakage of demos.,"Usnul: ""Going by standard PCF implementation with 16 taps - you would need about that to get similar quality."""
14051,https://github.com/mrdoob/three.js/issues/14051,Adopting a Progressive Photorealistic Global Illumination in Three.JS,CLOSED,2018-05-12,2025-11-04,Enhancement,perf_feature_request,cause_asserted_unverified,,3,O-10; TS-06; DBD-14,other; transparency_sorting; device_browser_driver,reporter_asserted; reporter_asserted; reporter_asserted,observed_cost; observed_cost; observed_cost,0,,"Meta-issue on progressive photorealistic GI in three.js; discussion of path tracing convergence cost, OIT costs, and driver-specific breakage on Radeon/Safari.","elfrank: ""the technique is inherently expensive"" || bhouston: ""it is dependent upon a lot of parameter tweaking and it is slow and needs floating point buffers"" || zalo: ""returns `true` on Mac Safari, but it's not true!  It's a lie!  It also runs much more slowly than Chrome, so I'm additionally downgrading Safari to mobile settings."""
14120,https://github.com/mrdoob/three.js/issues/14120,BGR DataTexture support,CLOSED,2018-05-23,2018-05-24,Suggestion,perf_feature_request,incidental,,0,,,,,0,,"Request for BGR DataTexture format; WebGL omits texture swizzle, and the cited reason is performance of emulating it over Direct3D.",
14121,https://github.com/mrdoob/three.js/issues/14121,WebGLLights state and its hashing produce unintended material reinitialization,CLOSED,2018-05-23,2021-02-26,Suggestion,perf_defect_report,cause_established,,3,LUU-05; SPC-05; DCO-11,lights_uniforms_ubo; shader_program_compilation; draw_call_overhead,reporter_asserted; measured; maintainer_confirmed,proposed_optimization; observed_cost; observed_cost,0,,"WebGLLights hash includes the WebGLLights instance id, so switching render states (e.g. multiple cameras / CubeCamera) invalidates the light hash and triggers initMaterial() per frame; initMaterial()'s cloneUniforms() dominated profiles.","body: 'this means that if you have 2 instances of `WebGLLights` and they are identical, except for `id` - you will end up rebuilding materials as you switch between these instances - inefficient.' || comment by carstenschwede: 'Call stack is `.initMaterial()`->`.getParameters()`->`.getShaderObject()`->`.cloneUniforms()`' with profiler screenshots || Mugen87: 'CubeCamera has to perform calls of WebGLRenderer.render() for each camera since it has to alter the destination render target for each camera' and 'there is still room for performance improvements for CubeCamera since redundant logic is executed'"
14135,https://github.com/mrdoob/three.js/issues/14135,Object3D.getWorld* Performance,CLOSED,2018-05-24,2021-02-26,,perf_defect_report,duplicate,,0,,,,,0,,"Object3D.getWorld* called updateMatrixWorld(true), recursively recomputing world matrices of all descendants on every call.",
14137,https://github.com/mrdoob/three.js/issues/14137,Textures Rendered as Black on (some?) devices with Android 7+,CLOSED,2018-05-24,2018-07-18,Device Issue,correctness_bug,cause_established,,1,SPC-12,shader_program_compilation,maintainer_confirmed,proposed_optimization,3,"Qualcomm Adreno 308 GLSL driver mishandles inout/out struct function parameters at highp precision, retaining original struct values (and can hard-crash the device), causing black rendering || Vendor GPU driver bug confirmed upstream; reduced test cases added to WebGL conformance suite || three.js default materials (Phong/Standard) rely on high precision math and exhibit artifacts at mediump, so cannot simply be downgraded","Textures/materials render black on some Android 7+ Qualcomm Adreno (and iOS) devices: the GLSL driver mishandles inout/out struct function parameters at highp precision. Isolated by fiddle bisection, filed upstream at Chromium and covered by new WebGL conformance tests; workaround is mediump precision. Side discussion measures that highp shaders are slower than mediump on mobile.","Mugen87: ""`three.js` always uses the highest precision available"""
14161,https://github.com/mrdoob/three.js/issues/14161,"Add shadow map support for RectAreaLights (brainstorming, R&D)",OPEN,2018-05-28,,Enhancement,perf_feature_request,cause_established,,1,SM-01,shadow_maps,reporter_asserted,observed_cost,0,,R&D thread on RectAreaLight shadows; various soft-shadow/raytracing prototypes benchmarked with wildly varying FPS across devices.,"gkjohnson: ""require a lot of samples to get a really smooth shadow"""
14167,https://github.com/mrdoob/three.js/issues/14167,bad performance with batched rendering and AA on,CLOSED,2018-05-29,2018-05-29,Help (please use the forum),perf_question_or_help,no_mechanism,,0,,,,,0,,User reports FPS halving with antialias:true on a large merged geometry; closed and redirected to the forum without diagnosing a mechanism.,
14187,https://github.com/mrdoob/three.js/issues/14187,converting buffergeometry to geometry need a lot of memory,CLOSED,2018-06-01,2018-06-01,Help (please use the forum),perf_question_or_help,cause_asserted_unverified,,1,GBU-02,geometry_buffer_updates,reporter_asserted,observed_cost,0,,Converting BufferGeometry to Geometry uses a lot of memory; redirected to forum.,"Usnul: ""they require more memory, as well as the fact that they have worse runtime performance"""
14201,https://github.com/mrdoob/three.js/issues/14201,BoxHelper - performance issue when updating on Safari.,CLOSED,2018-06-02,2018-06-02,Browser Issue,perf_defect_report,cause_established,,2,DBD-04; CAH-20,device_browser_driver; core_algorithmic_hotpath,measured; reporter_asserted,observed_cost; observed_cost,0,,BoxHelper.update() (bounding box computation over many vertices) runs far slower in Safari than Chrome; confirmed by maintainer and filed as a WebKit bug.,"Mugen87: '60 FPS in Chrome (66.0.3359.181), 17 FPS in Safari (11.1)'; WestLangley: 'The math code is considerably slower on Safari than on Chrome.'; WebKit bug 186236 filed || body: 'updateBox = false disables update of bounding box on every frame'"
14217,https://github.com/mrdoob/three.js/issues/14217,Adding prefix to Object3D id,CLOSED,2018-06-04,2018-06-26,Suggestion,perf_feature_request,cause_asserted_unverified,,1,CAH-24,core_algorithmic_hotpath,speculative,hypothetical,0,,Request to make Object3D ids writable/prefixed so two three.js instances don't conflict; string ids objected to on performance grounds.,"""if it's a string, however, your arrays becomes a glorified map with a lot of properties which are not actually indices - this leads to degraded performance"""
14223,https://github.com/mrdoob/three.js/issues/14223,Clone mesh doesn't clone its material and geometry objects,CLOSED,2018-06-05,2018-06-06,Question,perf_question_or_help,cause_established,,1,DCO-09,draw_call_overhead,maintainer_confirmed,hypothetical,0,,Mesh.clone() shares material/geometry by design; deep cloning would multiply materials/geometries and raise render cost.,"donmccurdy: ""There is a high performance cost to deeply cloning materials, textures, and geometry — not just while duplicating them, but higher cost to render after that."""
14240,https://github.com/mrdoob/three.js/issues/14240,Ammo js volume example works extremely slow,CLOSED,2018-06-08,2018-06-10,,perf_defect_report,no_mechanism,,0,,,,,0,,"Ammo.js soft-body volume example runs at 3-4 fps for reporter; not reproducible, redirected to ammo.js project.",
14245,https://github.com/mrdoob/three.js/issues/14245,What are the plans regarding NodeMaterial?,CLOSED,2018-06-08,2018-06-18,Question,meta_or_audit,cause_asserted_unverified,,0,,,,,0,,Discussion about NodeMaterial blocking material-extension PRs; an aside asserts many PBR materials with 1024px textures are slow.,
14336,https://github.com/mrdoob/three.js/issues/14336,KeyframeTrack: Option to disable validation/optimization?,CLOSED,2018-06-20,2018-07-31,,perf_defect_report,cause_established,,1,AS-08,animation_skinning,reporter_asserted,observed_cost,0,,"KeyframeTrack constructor auto-calls validate()/optimize(), and AnimationClip re-optimizes each track, costing significant load-time CPU.","""THREE.KeyframeTrack's constructor calls validate() and optimize() in its constructor, which is unnecessary and was costing us half a second of CPU time per scene."""
14341,https://github.com/mrdoob/three.js/issues/14341,HLSL warning when using shadow maps,CLOSED,2018-06-21,2018-06-21,,perf_defect_report,cause_established,,1,SM-03,shadow_maps,maintainer_confirmed,observed_cost,0,,Shadow rendering broke/warned due to a 500000x500000 shadow map size; reduced to 1024 fixed it.,"WestLangley: ""Your shadow map has 0.25 _trillion_ pixels."" and ""The following not appear to be a sufficiently-limiting constraint"""
14358,https://github.com/mrdoob/three.js/issues/14358,Add to .drawRange the possibility to store multiple entries,CLOSED,2018-06-24,2018-07-03,Suggestion,perf_feature_request,cause_established,,2,DCO-10; CAH-18,draw_call_overhead; core_algorithmic_hotpath,maintainer_confirmed; speculative,hypothetical; proposed_optimization,0,,Request for multi-entry drawRange to avoid splitting a big mesh; both multi-range and groups approaches result in multiple draw calls.,"Mugen87: ""When using multiple sets of `drawRange`, you also end up with multiple draw calls."" || Usnul: ""sorting is quite CPU intensive because as a minimum you have to scan through the list"""
14360,https://github.com/mrdoob/three.js/issues/14360,Possible Unnecessary World Matrix Updates on Hidden Objects,CLOSED,2018-06-24,2018-06-25,Suggestion,perf_feature_request,cause_established,,1,MWU-01,matrix_world_updates,reporter_asserted,observed_cost,0,,"updateMatrixWorld recurses into invisible subtrees; skipping them gave >50% gain, but backward compat concerns led to a userland override recommendation.","""Performance increased by no less than 50% in my app."""
14380,https://github.com/mrdoob/three.js/issues/14380,WebVR video example not working on Oculus Go / Oculus Browser in VR mode,CLOSED,2018-06-27,2018-07-24,Browser Issue,correctness_bug,ruled_out_or_no_cause,,0,,,,,1,"Oculus Browser's WebVR direct rendering optimization failed to restore GL texture state, causing unbound/unknown textures and a black screen; fixed in browser 4.6.2 and workaround by disabling the 'We","Oculus Browser WebVR direct-rendering optimization broke GL state restore, causing black screen; fixed in browser 4.6.2.",
14391,https://github.com/mrdoob/three.js/issues/14391,"Using atlas causes texture to reupload multiple times. Works in R89/R90, doesnt in R91+",CLOSED,2018-06-28,2018-06-29,,perf_defect_report,cause_established,,1,TUD-02,texture_upload_decode,maintainer_confirmed,observed_cost,0,,"Cloned textures sharing a uuid no longer share renderer properties after the WeakMap change (#13102), so each clone triggers a separate GPU texture upload.","Mugen87: ""having multiple `Texture` objects leads to multiple texture uploads. It is not possible to avoid this right now."""
14414,https://github.com/mrdoob/three.js/issues/14414,PointLight shadow camera far value,CLOSED,2018-07-04,2021-03-26,Suggestion,perf_feature_request,cause_asserted_unverified,,1,SM-03,shadow_maps,reporter_asserted,proposed_optimization,0,,"PointLight shadow camera defaults to far=500 regardless of light distance, rendering shadow map depth beyond where light contributes.","body: ""but it improves performance for me in complex scenes"""
14415,https://github.com/mrdoob/three.js/issues/14415,"Two mesh with Muti-Materials set same renderOrder value, the z-order is not correct?",CLOSED,2018-07-04,2019-01-02,Enhancement,correctness_bug,no_mechanism,,0,,,,,0,,"Multi-material meshes yield separate render items grouped by material/program when renderOrder ties, producing wrong z-order; discussion of SortingGroup/material renderOrder.",
14419,https://github.com/mrdoob/three.js/issues/14419,SEA3D vs GLTF,CLOSED,2018-07-05,2018-07-21,,other_nonperf,incidental,,0,,,,,0,,Long argumentative thread comparing SEA3D and glTF material fidelity and sRGB encoding in GLTFLoader; performance only mentioned in passing asides.,
14440,https://github.com/mrdoob/three.js/issues/14440,Is there any limit on android or any mobile phone?,CLOSED,2018-07-10,2018-07-10,Help (please use the forum),perf_question_or_help,no_mechanism,,0,,,,,0,,Unstable 30-40 FPS on an Android phone with an empty scene; redirected to the forum with no analysis.,
14463,https://github.com/mrdoob/three.js/issues/14463,Local space clippingPlanes of material,CLOSED,2018-07-12,2018-07-13,,perf_question_or_help,no_mechanism,,0,,,,,0,,"Request for local-space clipping planes; workaround is updating the plane in onBeforeRender, with reporter worrying about per-frame uniform update cost.",
14476,https://github.com/mrdoob/three.js/issues/14476,Add `DrawGeometry` function to WebGLRenderer,CLOSED,2018-07-14,2021-03-26,Suggestion,perf_feature_request,cause_asserted_unverified,,2,SGS-02; SPC-11,scene_graph_scale; shader_program_compilation,reporter_asserted; speculative,proposed_optimization; hypothetical,0,,Proposal for a low-level DrawGeometry/renderBufferDirect-style API to avoid the renderer traversing entire scene graphs; rejected as too low level.,"body: ""there's no reason to have THREE iterate over all geometry in the scene and it can be much slower to do so"" || pailhead: ""Correct, you shouldn't recompile shaders every frame."""
14477,https://github.com/mrdoob/three.js/issues/14477,initMaterial called each time render is called on a material used on two scenes,CLOSED,2018-07-14,2018-07-15,Duplicate,perf_defect_report,duplicate,14121,0,,,,,0,,"Sharing one material between two scenes makes lightsHash mismatch every render, so initMaterial/shader recompilation happens every frame; closed as duplicate of #14121 but mechanism and clone() workaround established.",
14496,https://github.com/mrdoob/three.js/issues/14496,Make lookAt work with the scenegraph?,CLOSED,2018-07-18,2018-08-29,Suggestion,perf_feature_request,cause_established,,1,MWU-05,matrix_world_updates,maintainer_confirmed,hypothetical,0,,Request to make Object3D.lookAt respect parent transforms; concern that requiring world-matrix updates up the parent chain adds cost.,"""I claim it will, if it is implemented as in your example. Every scene node, except the scene itself, has a parent."" and ""Object3D.updateMatrixWorld() does not properly update the world matrix of the object because it traverses the children instead of the parents"""
14506,https://github.com/mrdoob/three.js/issues/14506,Revisiting the style guide?,CLOSED,2018-07-19,2020-03-10,Suggestion,meta_or_audit,no_mechanism,,0,,,,,0,,Style guide discussion on const/let vs var and trailing commas; jsperf micro-benchmarks shown but no application-level performance mechanism.,
14555,https://github.com/mrdoob/three.js/issues/14555,Why THREE.Line can't be merged with THREE.Mesh ?,CLOSED,2018-07-26,2018-07-26,Question,perf_question_or_help,cause_asserted_unverified,,0,,,,,0,,Question why Line geometry can't be merged with Mesh geometry to reduce draw calls from many lines.,
14570,https://github.com/mrdoob/three.js/issues/14570,Materials: Consider to use mediump for all shaders,CLOSED,2018-07-27,2023-11-28,Suggestion; Needs Investigation,perf_feature_request,cause_established,,1,DBD-02,device_browser_driver,reporter_asserted,proposed_optimization,0,,Suggestion to default shaders to mediump for mobile correctness and shader execution speed; abandoned because mediump breaks lighting math.,"Mugen87 (maintainer), body: ""Using `mediump` would solve these issues and also improve the performance of the shader execution on mobile"""
14576,https://github.com/mrdoob/three.js/issues/14576,WebGLLights: Inefficient string concatenations,CLOSED,2018-07-29,2018-07-31,,perf_defect_report,cause_established,,2,PFAG-03; CAH-05,per_frame_allocation_gc; core_algorithmic_hotpath,measured; speculative,observed_cost; proposed_optimization,0,,"WebGLLights builds its lights hash by string concatenation every frame, generating garbage visible in Chrome's allocation profiler; proposal to use an integer-field object instead.","body: ""This line is executed 60 times per second thus produces garbage as seen on Chrome's Allocation Profiler"" || haroldiedema: ""I'm willing to bet that the latter is _way_ faster due to the number of operations your CPU has to do with comparing numbers versus strings"""
14577,https://github.com/mrdoob/three.js/issues/14577,Scene: Respect original material settings in .overrideMaterial,OPEN,2018-07-29,,Enhancement,perf_feature_request,cause_asserted_unverified,,2,SGS-02; MWU-04,scene_graph_scale; matrix_world_updates,speculative; reporter_asserted,hypothetical; proposed_optimization,0,,Request that scene.overrideMaterial honor original material uniforms/defines; discussion notes userland shader-replacement workarounds require extra scene traversals per frame.,"""The solution you linked seems to require extra traversals of the scene. I'd imagine that kind of a solution is quite costly for performance"" — and gkjohnson replies ""I haven't gone that deep into it, no."" || ""You can disable `scene.autoUpdate` on subsequent renders, too, to avoid matrix updates."""
14581,https://github.com/mrdoob/three.js/issues/14581,SoftwareRenderer: Add support for BufferGeometry,CLOSED,2018-07-30,2018-12-07,Enhancement,perf_feature_request,no_mechanism,,0,,,,,0,,"Discussion of adding BufferGeometry support / GLSL interpretation to SoftwareRenderer; performance mentioned only as a hypothetical concern, ends in deprecating CanvasRenderer.",
14664,https://github.com/mrdoob/three.js/issues/14664,Replacing material with onBeforeRender does not effect,CLOSED,2018-08-08,2020-07-06,Question,perf_question_or_help,cause_asserted_unverified,,1,SGS-02,scene_graph_scale,reporter_asserted,hypothetical,0,,"User wants to swap materials in onBeforeRender to avoid repeated scene traversals for post-processing passes; not supported, redirected to #14577.","""Now we traverse four times and also use the depthMaterial .It cost much time"""
14698,https://github.com/mrdoob/three.js/issues/14698,Applying displacement map on CPU - applyDisplacementMap functionality,CLOSED,2018-08-12,2018-08-15,,perf_feature_request,cause_asserted_unverified,,1,O-03,other,speculative,proposed_optimization,0,,"Proposal to add CPU-side displacement map application, motivated by avoiding vertex-shader texture lookups; added as an example.","body: ""mapping the height texture on CPU before rendering could be a performance win since no texture lookup would be performed on the GPU"""
14700,https://github.com/mrdoob/three.js/issues/14700,Raycaster intersects with invisible objects,CLOSED,2018-08-13,2020-02-20,Suggestion,perf_feature_request,cause_asserted_unverified,,1,RP-02,raycasting_picking,speculative,hypothetical,0,,"Raycaster only checks visible on the object itself, not ancestors; resolved by adding Raycaster.layers instead of walking the hierarchy.","Mugen87: ""we might consider to check the hierarchy, too. However, this will impact performance."""
14724,https://github.com/mrdoob/three.js/issues/14724,Drawcalls optimization: ordering faces by materialIndex,CLOSED,2018-08-16,2018-08-17,,perf_question_or_help,cause_established,,1,DCO-06,draw_call_overhead,reporter_asserted,observed_cost,0,,Multi-material mesh with unsorted faces produced ~1000 draw calls; sorting faces by materialIndex reduced it to 95. Existing Geometry.sortFacesByMaterialIndex covers this.,"""the drawcalls reduced from over 1000 to 95"" (also maintainer Mugen87: ""face sorting is a valid approach in order to reduce draw calls"")"
14730,https://github.com/mrdoob/three.js/issues/14730,BufferAttribute.dynamic: revisited,CLOSED,2018-08-17,2019-10-03,Suggestion,perf_feature_request,cause_asserted_unverified,,1,MLD-02,memory_leak_disposal,reporter_asserted,observed_cost,1,dynamic flag is overloaded: it is both a STATIC_DRAW/DYNAMIC_DRAW usage hint and a gate for sub-range bufferSubData updates via updateRange,API cleanup discussion of BufferAttribute.dynamic overloading (STATIC/DYNAMIC_DRAW hint vs bufferSubData sub-range updates); led to .usage constants and dispose().,"aardgoose: ""This left the WebGLRenderer context and associated WebGL buffers of the original attribute still allocated but with no attachment to a geometry, so no mechanism available to dispose of the buffers etc"""
14737,https://github.com/mrdoob/three.js/issues/14737,JSON models need to be replaced,CLOSED,2018-08-18,2018-10-27,Loaders,other_nonperf,incidental,,0,,,,,0,,Tracking issue to replace legacy JSON models/JSONLoader examples with glTF; 'performance' only appears in the example filename webgl_shadowmap_performance.,
14898,https://github.com/mrdoob/three.js/issues/14898,FeatureRequest: Is it possible to add isClassName everywhere ?,CLOSED,2018-09-12,2019-06-24,,perf_feature_request,cause_asserted_unverified,,1,CAH-05,core_algorithmic_hotpath,reporter_asserted,proposed_optimization,0,,Request to add isClassName boolean flags to all classes to replace instanceof checks; maintainers prefer adding on demand.,"Itee: ""This allow to replace the ``foo instanceof Bar`` statement in favor of fast boolean check."""
14899,https://github.com/mrdoob/three.js/issues/14899,Unreal Bloom Scene Brightness Issue,CLOSED,2018-09-12,2023-06-09,Post-processing,correctness_bug,incidental,,0,,,,,0,,UnrealBloomPass brightens scene due to color space/gamma handling; fixed by output color space handling. Performance mentioned only as an aside.,
14921,https://github.com/mrdoob/three.js/issues/14921,Object3D: Introduce onBeforeShadow().,CLOSED,2018-09-16,2023-11-27,Enhancement,perf_feature_request,cause_established,,2,MLD-12; CASI-03,memory_leak_disposal; culling_and_spatial_index,reporter_asserted; maintainer_confirmed,hypothetical; observed_cost,1,"Per-object uniforms computed once per object in onBeforeRender rather than per-vertex in the vertex shader, to avoid recomputation cost","Request for Object3D.onBeforeShadow() so per-object uniforms can be updated during the shadow pass; workaround of cloning materials duplicates textures, and lack of the hook breaks BatchedMesh shadow culling.","Samsy: ""it also clones textures and you end up having as much textures as clone."" || gkjohnson: ""Right now frustum culling will occur every frame based on the render camera on `onBeforeRender` and then that set of non-culled geometries will be used in the shadow rendering."""
15047,https://github.com/mrdoob/three.js/issues/15047,WebGLRenderer: Add support for multiple shader programs with a single material.,CLOSED,2018-10-13,2021-03-05,Enhancement,perf_feature_request,cause_established,,1,SPC-05,shader_program_compilation,maintainer_confirmed,observed_cost,0,,Proposal to allow multiple shader programs per material; prototype showed per-frame program-key computation per object degrades performance in object-heavy scenes.,"Mugen87: ""the general performance gets worse since the renderer has to compute a program key per frame for each object right now. This becomes to a problem when rendering scenes with a lot of objects"""
15096,https://github.com/mrdoob/three.js/issues/15096,TrackballControls: Fixed bad zoom performance,CLOSED,2018-10-20,2018-10-20,Duplicate,perf_defect_report,duplicate,,0,,,,,0,,TrackballControls zoom performance report closed as duplicate of #14013/#14182.,
15196,https://github.com/mrdoob/three.js/issues/15196,copyFramebufferToTexture and WebGLRenderTarget.texture.image undefined,CLOSED,2018-11-02,2018-11-02,,perf_question_or_help,no_mechanism,,0,,,,,0,,"copyFramebufferToTexture fails with render target textures; reporter tried it hoping for perf gains but measured none, no mechanism identified.",
